order_id,order_date,customer_id,basket_items,basket_categories,association_groups,total_distinct_products,total_units,net_amount_jd,season_event
O202601466,2026-05-21,C0138,NewLand Tomato Ketchup 567 g | Frozen fries | Said Junior Cup 50 g,Cooking & Baking | frozen food | Chocolate,Sauce | Frozen fries | Soft Drinks,3,4,5.44,Normal
O202601467,2026-05-22,C0121,"Choco Lake Diamond Twist Kunafa with Peanut Butter Filling, 450g",Chocolate,Soft Drinks,1,1,4.84,Normal
O202601468,2026-05-22,C0142,"Maxim's Sliced Tuna With Garlic And Black Pepper 120 g | Durra Hummus Grains 400 g | Frozen fries | Kinza Soda Water Can, 250ml",Canned Seafood | Canned Vegetables | frozen food | water,Sauce | Fruit And Veg | Frozen fries | Soft Drinks,4,5,6.51,Normal
O202601469,2026-05-22,C0148,"Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g",Chips,Frozen pizza,1,1,0.25,Normal
O202601470,2026-05-22,C0039,"KDD Strawberry Flavored Milk, 6x250ml",Long Life Milk,Dairy,1,1,2.25,Normal
O202601471,2026-05-22,C0130,"Alyoum Burger Buns, 6 Pieces",Burger Buns,Bakery,1,1,0.53,Normal
O202601472,2026-05-22,C0107,"Alyoum Burger Buns, 6 Pieces | Doritos Nacho Cheese Tortilla Chips, 120g | Sama Mineral Water, 12x600ml | NewLand Mayonnaise, 300ml",Burger Buns | Chips | water | Cooking & Baking,Burger Buns | Cheese | Water | Sauce,4,6,6.96,Normal
O202601473,2026-05-22,C0130,"L'usine Soft Cupcakes Filled with Strawberry Cream, 18x30g",Cakes and Rolls,Bakery,1,1,1.8,Normal
O202601474,2026-05-22,C0105,"Crush Orange Soft Drink Pet Bottle, 1L",Soft Drinks,Soft Drinks,1,2,0.66,Normal
O202601475,2026-05-23,C0075,"Galaxy Caramel Chocolate Bar, 34g | Mr.Chips Cheese Pop Corn, 58g | Molto XL Croissant Chocolate With Hazelnut, 42.5g",Chocolate | Chips | Cakes and Rolls,Chocolate | Chips | Soft Drinks,3,5,2.17,Normal
O202601476,2026-05-23,C0007,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g | Spuds Tomato Bruschetta Craft Cooked Chips, 65g | Ozmo Hoppo Biscuit Filled with Chocolate Cream, 40g",Chocolate | Chips | Chocolate,Chocolate | Chips | Soft Drinks,3,5,3.3,Normal
O202601477,2026-05-23,C0054,"Pringles BBQ Chips Can, 165g | Frozen pizza | Foster Clark's Bicarbonate of Soda, 150g",Chips | frozen food | Cooking & Baking,Chips | Frozen pizza | Soft Drinks,3,4,7.89,Normal
O202601478,2026-05-23,C0002,"Kinder Chocolate Milk Chocolate Bars With Milky Filling (4 Bars), 50g",Chocolate,Soft Drinks,1,3,1.8,Normal
O202601479,2026-05-23,C0082,"NewLand Sliced Black Olives 345 g | Ard Jdadna Powder Garlic, 200g",Canned Vegetables | Cooking & Baking,Fruit And Veg | Spices & Seasonings,2,3,5,Normal
O202601480,2026-05-23,C0075,"Bifa Keks Cocoa Oval Banana Sauce Cake, 45g | Frozen fries | Sama Mineral Water, 12x600ml",Cakes and Rolls | frozen food | water,Sauce | Frozen fries | Water,3,3,3.53,Normal
O202601481,2026-05-23,C0087,"Kinder Joy Chocolate Egg for Boys Assorted, 20g | Alyoum Burger Buns, 6 Pieces | Mr.Chips Cheese Pop Corn, 58g | Burger | Benina Soy Sauce Mild, 150g | Al Youm Labneh, 200g | Kinza Lemon Carbonated Drink, 1L",Chocolate | Burger Buns | Chips | frozen food | Cooking & Baking | labneh | Soft Drinks,Chocolate | Burger Buns | Cheese | Burger | Sauce | Dairy | Soft Drinks,7,11,10.56,Normal
O202601482,2026-05-23,C0118,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces | Mr.Chips Bugles Cheese Flavor Corn Snacks, 33g | Alyoum Burger Buns, 6 Pieces | NewLand Tomato Ketchup 567 g | Baladna Coffee with Milk Low Fat Cow Milk, 250ml | Mr. Brown Chocolate Flavor Iced Coffee, 240ml",Burger Buns | Chips | Burger Buns | Cooking & Baking | Specialty Drinks | Specialty Drinks,Burger Buns | Cheese | Burger | Sauce | Dairy | Soft Drinks,6,9,7.04,Normal
O202601483,2026-05-23,C0089,"Doritos Sweet Chili Pepper Tortilla Chips, 120g | Frozen fries | Ozmo Hoppo Biscuit Filled with Chocolate Cream, 40g",Chips | frozen food | Chocolate,Chips | Frozen fries | Soft Drinks,3,6,6.8,Normal
O202601484,2026-05-23,C0012,"Nestle Kitkat Hazelnut 4 Fingers Chocolate, 41.5g | Pringles Sour Cream & Onion Chips Can, 165g | Matrix Fruit Carbonated Drink, 250ml",Chocolate | Chips | Soft Drinks,Chocolate | Chips | Soft Drinks,3,4,3.55,Normal
O202601485,2026-05-23,C0064,"Galaxy Jewels Assorted Chocolate Box, 650g | Smart Chips Crunchy Rings Pizza Flavor, 80g",Chocolate | Chips,Chocolate | Frozen pizza,2,2,18.3,Normal
O202601486,2026-05-24,C0081,"L'usine Cupcakes Filled with Chocolate Cream, 18x30g | Barakah Al Sanabel Chiffari Lisci, 450g | Albayrouty Mushroom Slices 400 g | Mr.Chips Paprika Snack Mix, 78g | Ozmo Fun Shape Milk Chocolate Lollipop, 23g | Snickers Chocolate Bar Filled with Caramel & Peanuts, 40g",Cakes and Rolls | pasta | Canned Vegetables | Chips | Chocolate | Chocolate,Chocolate | Pasta | Canned Vegetables | Chips | Dairy | Soft Drinks,6,10,10.7,Normal
O202601487,2026-05-24,C0146,"Pringles BBQ Chips Can, 165g | Nutella B-Ready Chocolate Wafer Bar (6 Bars), 132g",Chips | Chocolate,Chips | Soft Drinks,2,5,10.7,Normal
O202601488,2026-05-24,C0032,"Luna Red Kidney Beans, 380g | Frozen fries | Blue Mill Garlic Powder 200 g",Canned Vegetables | frozen food | Cooking & Baking,Fruit And Veg | Frozen fries | Spices & Seasonings,3,3,5.5,Normal
O202601489,2026-05-24,C0086,"Maxims Sweet Corn 180 g 3 pcs get 1 pc Free | Mr.Chips Cheese Pop Corn, 58g | Al-Ghazal Pasta Bucatini 1, 300g",Canned Fruit | Chips | pasta,Canned Vegetables | Chips | Pasta,3,5,9.21,Normal
O202601490,2026-05-24,C0108,"Al-Ghazal Pasta Bucatini 1, 300g | L'usine Vanilla Cupcakes, 18x30g",pasta | Cakes and Rolls,Pasta | Bakery,2,2,2.22,Normal
O202601491,2026-05-24,C0027,"Al Youm Labneh, 200g | AL Safi Greek Yogurt Lemon Pie, 150g",labneh | Yoghurts,Eggs | Dairy,2,3,3.3,Normal
O202601492,2026-05-24,C0077,"Bifa Keks Cocoa Oval Banana Sauce Cake, 45g | Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g | Americana Marble Pound Cake, 300g",Cakes and Rolls | Chips | Cakes and Rolls,Sauce | Frozen pizza | Bakery,3,3,2.4,Normal
O202601493,2026-05-24,C0120,"Koita Organic Whole Cream Milk, 1L | Barilla Rigatoni 500 g | Cool Gear Cactus Water Bottle with Freeze Stick, 650ml",Long Life Milk | pasta | back to school,Dairy | Pasta | Water,3,5,16.03,Normal
O202601494,2026-05-24,C0112,"Bifa Keks Roll Black and White Cake, 50g",Cakes and Rolls,Bakery,1,1,0.24,Normal
O202601495,2026-05-25,C0041,"Mr. Brown Chocolate Flavor Iced Coffee, 240ml | Kinza Soda Water Can, 250ml",Specialty Drinks | water,Soft Drinks | Water,2,6,3.62,Jordan Independence Day 2026
O202601496,2026-05-25,C0050,"Lay's Chili Potato Chips, 110g | Snickers Chocolate Bar Filled with Caramel & Peanuts, 40g | Americana Chocolate Pound Cake, 300g | Eti Aditco Chocolate Cake, 36g",Chips | Chocolate | Cakes and Rolls | Cakes and Rolls,Chips | Chocolate | Soft Drinks | Bakery,4,10,8.9,Jordan Independence Day 2026
O202601497,2026-05-25,C0042,"Smart Chips Ketchup Flavor Stix, 75g | Raffaello Premium Coconut & Almond Pralines, 30g | L'usine Cupcakes Filled with Chocolate Cream, 18x30g | Cool Gear Cactus Water Bottle with Freeze Stick, 650ml",Chips | Chocolate | Cakes and Rolls | back to school,Chips | Chocolate | Soft Drinks | Water,4,5,8.56,Jordan Independence Day 2026
O202601498,2026-05-25,C0036,"Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g | Eti Pop Kek Cocoa Cake, 200g",Chips | Cakes and Rolls,Chips | Bakery,2,2,2.09,Jordan Independence Day 2026
O202601499,2026-05-25,C0133,"Mr.Chips Chilli Potato Chips, 68g | Kinder Chocolate Milk Chocolate Bars With Milky Filling (4 Bars), 50g | Bounty Coconut Milk Chocolate Bar, 50g",Chips | Chocolate | Chocolate,Chips | Chocolate | Soft Drinks,3,5,2.99,Jordan Independence Day 2026
O202601500,2026-05-25,C0112,"Teeba 9% Fat Labneh, 500g | Bifa Keks Roll Cake with Cocoa Cream, 50g",labneh | Cakes and Rolls,Dairy | Bakery,2,2,2.25,Jordan Independence Day 2026
O202601501,2026-05-25,C0021,"Nestle Mineral Water, 6x1.5L | Americana Orange Pound Cake, 300g",water | Cakes and Rolls,Water | Bakery,2,3,5.98,Jordan Independence Day 2026
O202601502,2026-05-25,C0135,"Doritos Nacho Cheese Tortilla Chips, 120g | Jordina Joy Orange, 1L | Galaxy Dark Truffle Dark Chocolate Bar, 33g",Chips | Soft Drinks | Chocolate,Chips | Soft Drinks | Chocolate,3,3,2.13,Jordan Independence Day 2026
O202601503,2026-05-25,C0052,"Lay's French Cheese Potato Chips, 110g | Galaxy Dark Truffle Dark Chocolate Bar, 33g | Milka Choco Wafer, (5 Pieces), 150g | Crystal Ice Cubes 2 kg",Chips | Chocolate | Chocolate | water,Chips | Soft Drinks | Chocolate | Water,4,8,7.73,Jordan Independence Day 2026
O202601504,2026-05-25,C0097,"Americana Chocolate Pound Cake, 300g",Cakes and Rolls,Chocolate,1,1,1.8,Jordan Independence Day 2026
O202601505,2026-05-25,C0104,"Hala Cheezers Twist Chips, 30g | TT Peach ice Tea, 330ml | Kinder Joy Chocolate Egg for Boys Assorted, 20g",Chips | Soft Drinks | Chocolate,Chips | Soft Drinks | Chocolate,3,4,1.17,Jordan Independence Day 2026
O202601506,2026-05-25,C0043,"Smart Chips Ketchup Flavor Stix, 75g | Alyoum Burger Buns, 6 Pieces",Chips | Burger Buns,Chips | Bakery,2,2,1.65,Jordan Independence Day 2026
O202601507,2026-05-25,C0017,"Pringles Sour Cream & Onion Chips Can, 165g | Kinza Zero Sugar Lemon Soft Drink Can, 250ml",Chips | Soft Drinks,Chips | Soft Drinks,2,3,2.02,Jordan Independence Day 2026
O202601508,2026-05-26,C0101,"Ozmo Milk Chocolate Egg Shapes, 20g",Chocolate,Chocolate,1,1,0.73,Normal
O202601509,2026-05-26,C0046,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces | Almarai Cheddar Cheese Slices, 200g | burger | Bifa Keks Cocoa Oval Banana Sauce Cake, 45g | Koita Organic Chocolate Milk Uht 200 ml",Burger Buns | Cheese | frozen food | Cakes and Rolls | Long Life Milk,Burger Buns | Cheese | Burger | Sauce | Soft Drinks,5,6,9.46,Normal
O202601510,2026-05-26,C0098,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces | Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g | Benina Soy Sauce Mild, 150g | Kinza Lemon Carbonated Drink, 1L",Burger Buns | Chips | Cooking & Baking | Soft Drinks,Burger Buns | Cheese | Sauce | Soft Drinks,4,7,3.9,Normal
O202601511,2026-05-26,C0115,"Barilla Rigatoni 500 g | Frozen pizza | Morrisons Apricot Halves in Juice, 410g | Lay's Tomato Ketchup Potato Chips, 110g | Five Cows Thick Cream, 4x125ml",pasta | frozen food | Canned Fruit | Chips | cream,Pasta | Frozen pizza | Juices | Sauce | Dairy,5,6,14.16,Normal
O202601512,2026-05-26,C0028,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces | burger | NewLand Dynamite Sauce, 300ml | Cheetos Crunchy Flaming Hot Chips, 115g | Barni Chocolate Cake, 30g",Burger Buns | frozen food | Cooking & Baking | Chips | Cakes and Rolls,Burger Buns | Burger | Sauce | Chips | Soft Drinks,5,8,9.68,Normal
O202601513,2026-05-26,C0005,"Al Youm Labneh, 200g",labneh,Dairy,1,1,1.25,Normal
O202601514,2026-05-26,C0097,"Rio Mare Light Tuna in Olive Oil, 160g | Albayrouty Mushroom Slices 400 g | Tiger Rice 3.5 kg | Mr.Chips Paprika Snack Mix, 78g",Canned Seafood | Canned Vegetables | rice | Chips,Oil | Fruit And Veg | Rice | Spices & Seasonings,4,7,14.3,Normal
O202601515,2026-05-26,C0142,"Kinder Chocolate Milk Chocolate Bars With Milky Filling (4 Bars), 50g | Bifa Keks Roll Cake with Cocoa Cream, 50g",Chocolate | Cakes and Rolls,Soft Drinks | Bakery,2,2,0.82,Normal
O202601516,2026-05-27,C0052,"Al Safi UHT Full Fat Milk, 4x1L | Poultry | Sama Mineral Water, 12x600ml",Long Life Milk | frozen food | water,Eggs | Poultry | Water,3,7,21.15,Eid al-Adha 2026
O202601517,2026-05-27,C0022,"Afia Pure Corn Oil, 1.5L | Abu Kass Basmati Rice, 4kg | Durra Lemon Seasoning, 1000ml",oil | rice | Cooking & Baking,Oil | Rice | Spices & Seasonings,3,3,10.42,Eid al-Adha 2026
O202601518,2026-05-27,C0140,"Smart Chips Ketchup Flavor Stix, 75g",Chips,Sauce,1,1,1.18,Eid al-Adha 2026
O202601519,2026-05-27,C0131,"Sama Mineral Water, 12x600ml",water,Water,1,2,2.63,Eid al-Adha 2026
O202601520,2026-05-27,C0094,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces",Burger Buns,Burger Buns,1,2,1.01,Eid al-Adha 2026
O202601521,2026-05-27,C0015,"Nestle Mineral Water, 6x1.5L",water,Water,1,1,2.09,Eid al-Adha 2026
O202601522,2026-05-27,C0042,Choco Lake Choco Biscuits 650G,Chocolate,Soft Drinks,1,2,5.7,Eid al-Adha 2026
O202601523,2026-05-27,C0134,"Afia Pure Corn Oil, 1.5L | Abu Kass Basmati Rice, 4kg | Ard Jdadna Powder Garlic, 200g",oil | rice | Cooking & Baking,Oil | Rice | Spices & Seasonings,3,4,12.62,Eid al-Adha 2026
O202601524,2026-05-27,C0002,"Benina Soy Sauce Mild, 150g",Cooking & Baking,Sauce,1,1,0.94,Eid al-Adha 2026
O202601525,2026-05-27,C0087,Blue Mill Garlic Powder 200 g,Cooking & Baking,Sauce,1,1,2.6,Eid al-Adha 2026
O202601526,2026-05-27,C0132,"Smart Chips Ketchup Flavor Stix, 75g",Chips,Sauce,1,1,1.18,Eid al-Adha 2026
O202601527,2026-05-28,C0147,"Cool Gear Cactus Water Bottle with Freeze Stick, 650ml",back to school,Water,1,3,10.13,Eid al-Adha 2026
O202601528,2026-05-28,C0102,Poultry,frozen food,Poultry,1,1,3.73,Eid al-Adha 2026
O202601529,2026-05-28,C0141,"Blue Mill Paprika 200 g | Nestle Mineral Water, 6x1.5L",Cooking & Baking | water,Spices & Seasonings | Water,2,4,9.61,Eid al-Adha 2026
O202601530,2026-05-28,C0113,"Nestle Mineral Water, 6x1.5L",water,Water,1,2,4.18,Eid al-Adha 2026
O202601531,2026-05-28,C0068,"Sama Mineral Water, 12x600ml",water,Water,1,1,1.36,Eid al-Adha 2026
O202601532,2026-05-28,C0111,"Mr.Chips Chilli Potato Chips, 68g | Kinza Lemon Carbonated Drink, 1L | Cool Gear Cactus Water Bottle with Freeze Stick, 650ml",Chips | Soft Drinks | back to school,Chips | Soft Drinks | Water,3,4,4.63,Eid al-Adha 2026
O202601533,2026-05-28,C0135,"Matrix Fruit Carbonated Drink, 250ml",Soft Drinks,Soft Drinks,1,2,0.46,Eid al-Adha 2026
O202601534,2026-05-28,C0087,"Cool Gear Cactus Water Bottle with Freeze Stick, 650ml",back to school,Water,1,4,13.8,Eid al-Adha 2026
O202601535,2026-05-28,C0060,"Rio Mare Light Tuna in Olive Oil, 160g | Sunwhite Calrose Rice, 4kg | Aroma Garden Organic Meat Spices, 120g | Americana Orange Pound Cake, 300g",Canned Seafood | rice | Cooking & Baking | Cakes and Rolls,Oil | Rice | Spices & Seasonings | Bakery,4,5,13.79,Eid al-Adha 2026
O202601536,2026-05-28,C0149,"Kinza Lemon Carbonated Drink, 1L",Soft Drinks,Soft Drinks,1,2,0.76,Eid al-Adha 2026
O202601537,2026-05-28,C0087,"Raffaello Premium Coconut & Almond Pralines, 30g",Chocolate,Soft Drinks,1,1,0.83,Eid al-Adha 2026
O202601538,2026-05-28,C0057,"Zwan Chicken Hotdogs Ã— 2 Special Offer | Alyoum Burger Buns with Sesame Seeds, 6 Pieces",Canned Meat | Burger Buns,Poultry | Burger Buns,2,5,6.16,Eid al-Adha 2026
O202601539,2026-05-28,C0104,"NewLand Mayonnaise, 300ml",Cooking & Baking,Sauce,1,1,1.9,Eid al-Adha 2026
O202601540,2026-05-28,C0040,NewLand Mayonnaise Garlic Flavor 300ml | Soccer 50 FT Smart Outdoor String Lights Waterproof,Cooking & Baking | World Cup,Spices & Seasonings | Water,2,4,6.67,Eid al-Adha 2026
O202601541,2026-05-29,C0007,"Sama Mineral Water, 12x600ml",water,Water,1,2,2.57,Eid al-Adha 2026
O202601542,2026-05-29,C0111,"Raffaello Premium Coconut & Almond Pralines, 30g | Alyoum Burger Buns with Sesame Seeds, 6 Pieces",Chocolate | Burger Buns,Chocolate | Burger Buns,2,7,4.41,Eid al-Adha 2026
O202601543,2026-05-29,C0121,"Nestle Mineral Water, 6x1.5L",water,Water,1,1,1.98,Eid al-Adha 2026
O202601544,2026-05-29,C0097,"Smart Chips Ketchup Flavor Stix, 75g | Alyoum Burger Buns with Sesame Seeds, 6 Pieces | Knorr Chicken Powder Stock, 30x16g | Red Bull Energy Drink Watermelon, 250ml",Chips | Burger Buns | Cooking & Baking | Sports & Energy Drinks,Sauce | Burger Buns | Poultry | Water,4,5,7.24,Eid al-Adha 2026
O202601545,2026-05-29,C0122,"Bifa Keks Cocoa Oval Banana Sauce Cake, 45g | Mythic Sensation Mini Milk Chocolate 30 g",Cakes and Rolls | Chocolate,Sauce | Dairy,2,2,0.74,Eid al-Adha 2026
O202601546,2026-05-29,C0031,Spice Classics Basil Leaves 6.25 g,Cooking & Baking,Spices & Seasonings,1,1,1.79,Eid al-Adha 2026
O202601547,2026-05-29,C0144,"Eti Adicto Gold Mini Chocolate Brown Cake, 180g | Alyoum Burger Buns, 6 Pieces",Cakes and Rolls | Burger Buns,Bakery | Burger Buns,2,4,3.01,Eid al-Adha 2026
O202601548,2026-05-29,C0092,"Kikkoman Soy Sauce, 591ml | Spice Classics Basil Leaves 6.25 g | Alyoum Burger Buns, 6 Pieces",Cooking & Baking | Cooking & Baking | Burger Buns,Sauce | Spices & Seasonings | Burger Buns,3,4,6.11,Eid al-Adha 2026
O202601549,2026-05-29,C0014,"Benina Garlic Chili Sauce, 280g | Alyoum Burger Buns with Sesame Seeds, 6 Pieces",Cooking & Baking | Burger Buns,Spices & Seasonings | Burger Buns,2,2,1.94,Eid al-Adha 2026
O202601550,2026-05-29,C0053,"Poultry | Alyoum Burger Buns, 6 Pieces",frozen food | Burger Buns,Poultry | Burger Buns,2,4,4.92,Eid al-Adha 2026
O202601551,2026-05-29,C0109,Poultry,frozen food,Poultry,1,1,3.59,Eid al-Adha 2026
O202601552,2026-05-29,C0016,"Sunwhite Calrose Rice, 4kg | Golden Corn Oil, 2.9L | Blue Mill Garlic Powder 200 g | Sama Mineral Water, 12x600ml | Ozmo Fun Shape Milk Chocolate Lollipop, 23g",rice | oil | Cooking & Baking | water | Chocolate,Rice | Oil | Spices & Seasonings | Water | Soft Drinks,5,5,14.35,Eid al-Adha 2026
O202601553,2026-05-29,C0133,"Red Bull Energy Drink Watermelon, 250ml",Sports & Energy Drinks,Water,1,1,1.44,Eid al-Adha 2026
O202601554,2026-05-29,C0010,"Mr.Chips Paprika Snack Mix, 78g",Chips,Spices & Seasonings,1,1,0.57,Eid al-Adha 2026
O202601555,2026-05-29,C0055,"Kinza Soda Water Can, 250ml",water,Water,1,2,0.65,Eid al-Adha 2026
O202601556,2026-05-30,C0094,"Afia Pure Corn Oil, 1.5L | Tiger Rice 3.5 kg | Blue Mill Paprika 200 g",oil | rice | Cooking & Baking,Oil | Rice | Spices & Seasonings,3,3,10.92,Eid al-Adha 2026
O202601557,2026-05-30,C0019,"Poultry | Alyoum Burger Buns, 6 Pieces",frozen food | Burger Buns,Poultry | Burger Buns,2,2,3.74,Eid al-Adha 2026
O202601558,2026-05-30,C0141,Said Junior Cup 50 g,Chocolate,Soft Drinks,1,3,2.02,Eid al-Adha 2026
O202601559,2026-05-30,C0102,"Nestle Kitkat Hazelnut 4 Fingers Chocolate, 41.5g",Chocolate,Soft Drinks,1,1,0.72,Eid al-Adha 2026
O202601560,2026-05-30,C0132,Maxim's Sliced Tuna With Garlic And Black Pepper 120 g,Canned Seafood,Spices & Seasonings,1,1,2.18,Eid al-Adha 2026
O202601561,2026-05-30,C0063,"Maxim's Sliced Tuna With Garlic And Black Pepper 120 g | Abu Kass Basmati Rice, 4kg | Maxim's Smoked Tuna Oil 185 g",Canned Seafood | rice | Canned Seafood,Spices & Seasonings | Rice | Oil,3,4,15.46,Eid al-Adha 2026
O202601562,2026-05-30,C0008,"Five Cows Thick Cream, 4x125ml | Galaxy Hazelnut Chocolate Bar, 30g",cream | Chocolate,Dairy | Soft Drinks,2,4,5.72,Eid al-Adha 2026
O202601563,2026-05-30,C0067,"Golden Corn Oil, 2.9L | Abu Kass Basmati Rice, 4kg | Mr.Chips Paprika Potato Chips, 68g",oil | rice | Chips,Oil | Rice | Spices & Seasonings,3,3,11.19,Eid al-Adha 2026
O202601564,2026-05-30,C0144,"Red Bull Energy Drink Watermelon, 250ml",Sports & Energy Drinks,Water,1,1,1.44,Eid al-Adha 2026
O202601565,2026-05-30,C0016,"Bifa Keks Cocoa Oval Banana Sauce Cake, 45g",Cakes and Rolls,Sauce,1,1,0.24,Eid al-Adha 2026
O202601566,2026-05-30,C0077,"Snickers Chocolate Bar Filled with Caramel & Peanuts, 40g | Red Bull Energy Drink Watermelon, 250ml",Chocolate | Sports & Energy Drinks,Soft Drinks | Water,2,5,5.7,Eid al-Adha 2026
O202601567,2026-05-30,C0006,"Cool Gear Cactus Water Bottle with Freeze Stick, 650ml",back to school,Water,1,4,14.25,Eid al-Adha 2026
O202601568,2026-05-30,C0042,"Ozmo Milk Chocolate Egg Shapes, 20g | Poultry",Chocolate | frozen food,Soft Drinks | Poultry,2,3,6.3,Eid al-Adha 2026
O202601569,2026-05-30,C0073,Blue Mill Paprika 200 g,Cooking & Baking,Spices & Seasonings,1,1,3.46,Eid al-Adha 2026
O202601570,2026-05-30,C0142,"Abu Kass Basmati Rice, 4kg | Cool Gear Water Bottle - Pink, 650ml",rice | back to school,Rice | Water,2,4,15.07,Eid al-Adha 2026
O202601571,2026-05-30,C0008,"NewLand Mayonnaise, 300ml | Poultry | Alyoum Burger Buns with Sesame Seeds, 6 Pieces",Cooking & Baking | frozen food | Burger Buns,Sauce | Poultry | Burger Buns,3,3,6.75,Eid al-Adha 2026
O202601572,2026-05-30,C0105,"Kinza Lemon Carbonated Drink, 1L | Eti Adicto Gold Mini Chocolate Brown Cake, 180g",Soft Drinks | Cakes and Rolls,Soft Drinks | Bakery,2,4,2.61,Eid al-Adha 2026
O202601573,2026-05-30,C0130,"Nestle Mineral Water, 6x1.5L",water,Water,1,2,3.96,Eid al-Adha 2026
O202601574,2026-05-30,C0037,"Mr.Chips Paprika Potato Chips, 68g",Chips,Spices & Seasonings,1,2,1.1,Eid al-Adha 2026
O202601575,2026-05-30,C0005,"Benina Garlic Chili Sauce, 280g | Maxim's Smoked Tuna Oil 185 g | Tiger Rice 3.5 kg | Mr.Chips Paprika Snack Mix, 78g",Cooking & Baking | Canned Seafood | rice | Chips,Sauce | Oil | Rice | Spices & Seasonings,4,4,7.87,Eid al-Adha 2026
O202601576,2026-05-30,C0101,"Super Triple Berry Carbonated Drink, 250ml",Soft Drinks,Soft Drinks,1,4,1.29,Eid al-Adha 2026
O202601577,2026-05-31,C0082,"Pringles BBQ Chips Can, 165g",Chips,Chips,1,1,1.7,Normal
O202601578,2026-05-31,C0096,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g | Barakah Al Sanabel Chiffari Lisci, 450g | NewLand Crushed Italian Tomatoes, 400g | Kinza Soda Water Can, 250ml | Doritos Sweet Chili Pepper Tortilla Chips, 120g | Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g | Canary Tutti Frutti Sugar Free Sparkling Drink, 330ml",Chocolate | pasta | Canned Vegetables | water | Chips | Chocolate | Soft Drinks,Chocolate | Pasta | Canned Vegetables | Water | Chips | Dairy | Soft Drinks,7,9,6.09,Normal
O202601579,2026-05-31,C0040,"Said Junior Cup 50 g | Almarai Mixed Fruit Juice, 200ml | L'usine Soft Cupcakes Filled with Strawberry Cream, 18x30g | Pringles Salt & Vinegar Chips Can, 165g | Kinder Chocolate Milk Chocolate Bars With Milky Filling (4 Bars), 50g",Chocolate | Juices | Cakes and Rolls | Chips | Chocolate,Chocolate | Fruit And Veg | Bakery | Chips | Soft Drinks,5,5,5.15,Normal
